Rank,Tiktoker name,Tiktok name,followers,avgviews,avglikes,avgcomments,avgshares
1,mrbeast,MrBeast,60300000.0,29200000.0,3500000.0,30800.0,7200.0
2,karolg,Karol G,42400000.0,23700000.0,3400000.0,21700.0,25700.0
3,yzn47,يزن الأسمر,8900000.0,48900000.0,998400.0,16300.0,60900.0
4,centralcee,CentralCee,4400000.0,19800000.0,3600000.0,23300.0,24200.0
5,adinross,adin,6100000.0,21100000.0,3300000.0,17500.0,25300.0
6,thebrandonrobert,Brandon Robert,11600000.0,13200000.0,2900000.0,5700.0,50500.0
7,mishayoung,Міша Городецький 🇺🇦,4500000.0,21500000.0,2400000.0,16300.0,24500.0
8,yailinlamasviraloficial_,Yailin La Más Viral,6100000.0,25000000.0,1700000.0,16600.0,5300.0
9,daniel.labelle,Daniel LaBelle,28400000.0,18600000.0,1800000.0,7500.0,19000.0
10,amauryguichon,Amaury Guichon,18400000.0,16200000.0,1600000.0,7800.0,21400.0
11,urbantheory_,Urban Theory,19800000.0,18500000.0,1900000.0,5400.0,16300.0
12,enhypen,enhypen,13300000.0,5700000.0,1700000.0,35000.0,25300.0
13,conangray,conangray,7000000.0,8000000.0,2200000.0,12700.0,19300.0
14,elissadeheart,Elissa DeHeart,2500000.0,7500000.0,1900000.0,20800.0,15500.0
15,im.camber,Camber,94000.0,6400000.0,1200000.0,4200.0,37500.0
16,matt_rife,Matt Rife,6100000.0,8500000.0,1600000.0,5600.0,16100.0
17,khaby.lame,Khabane lame,153100000.0,10600000.0,1200000.0,20800.0,2300.0
18,fadiljaidi,Fadil Jaidi,9200000.0,12700000.0,1700000.0,7600.0,4400.0
19,rosalia,La Rosalia,28100000.0,10600000.0,1200000.0,6100.0,8500.0
20,juandamc,JuanDa.,19700000.0,8100000.0,2000000.0,5200.0,5200.0
21,twitchtok7,tWitch,5600000.0,12100000.0,678200.0,11700.0,6500.0
22,anaraquelhz,Raquel,5700000.0,6500000.0,576100.0,4300.0,34300.0
23,karadenizli.maceraci,KARADENİZLİ MACERACI,1800000.0,18700000.0,914100.0,2700.0,5700.0
24,lexibrookerivera,Lexi Rivera,24800000.0,11300000.0,1500000.0,5600.0,2400.0
25,hotspanishmx,HotSpanish,11900000.0,11200000.0,1000000.0,6100.0,5900.0
26,surthycooks,Surthycooks,19900000.0,11500000.0,1300000.0,6300.0,1400.0
27,nicollefigueroaa,Nicolle Figueroa,15500000.0,13000000.0,1600000.0,4200.0,1300.0
28,nicocaponecomedy,nicocapone.comedy,24900000.0,12800000.0,547300.0,4700.0,11200.0
29,williesalim,WILLIE SALIM,20900000.0,13000000.0,888600.0,5000.0,3800.0
30,luvadepedreiro,Iran Ferreira (Lai),22100000.0,14400000.0,1100000.0,4400.0,1900.0
31,kimberly.loaiza,Kimberly Loaiza,70200000.0,7700000.0,883300.0,8800.0,3900.0
32,texasgirl_nadia,N A D I A,125700.0,13600000.0,914600.0,728.0,6100.0
33,slaterkodish,slaterkodish,1600000.0,10800000.0,1300000.0,1900.0,3900.0
34,bayashi.tiktok,バヤシ🥑Bayashi,38800000.0,10900000.0,1100000.0,4000.0,2500.0
35,amroqarawe,Amro Qarawe,1200000.0,8400000.0,490100.0,3800.0,13300.0
36,mohm.nabeel,mohammad.nabeel,2100000.0,5400000.0,383500.0,10500.0,22700.0
37,cedricgrolet,Cedric Grolet,3200000.0,9300000.0,797600.0,2200.0,6700.0
38,charlidamelio,charli d’amelio,149000000.0,7800000.0,789900.0,6900.0,3000.0
39,dannero,Dannero,8500000.0,6000000.0,812300.0,6700.0,6000.0
40,txt.bighitent,TOMORROW X TOGETHER,19000000.0,3000000.0,847200.0,13900.0,9800.0
41,emillyvickof,Emilly Vick,13900000.0,11500000.0,570200.0,6700.0,2100.0
42,xelitobelek,xelito,1200000.0,2500000.0,336700.0,64800.0,192.0
43,seventeen17_official,SEVENTEEN,6600000.0,2900000.0,876900.0,12100.0,9400.0
44,amielgarciami,Ami Garcia Amiel,1500000.0,9300000.0,924300.0,2300.0,3800.0
45,noelgoescrazy,noelgoescrazy,19500000.0,16500000.0,668400.0,2100.0,2700.0
46,dylanmulvaney,Dylan Mulvaney,9700000.0,4700000.0,920400.0,10400.0,1400.0
